,source,target,time,type
642,267,54760,2015-10-12 15:21:12,a2q
643,234954,227,2015-10-12 13:40:33,a2q
644,5742,5742,2015-10-12 11:28:40,a2q
645,5819,5819,2015-10-12 02:07:07,a2q
646,6068,6068,2015-10-11 19:31:57,a2q
647,2653,2653,2015-10-11 18:00:39,a2q
648,13,5412710,2015-10-11 10:08:37,a2q
649,546822,116,2015-10-11 02:30:36,a2q
650,64135,3467,2015-10-10 17:25:13,a2q
651,45375,8388,2015-10-10 13:14:30,a2q
652,69809,8877,2015-10-10 05:52:38,a2q
653,7872,59314,2015-10-10 00:33:41,a2q
654,14312,7831,2015-10-09 22:43:29,a2q
655,204826,62,2015-10-09 19:19:52,a2q
656,476,113012,2015-10-09 19:13:10,a2q
657,615903,966,2015-10-09 18:55:51,a2q
658,9913,9913,2015-10-09 18:55:00,a2q
659,615903,966,2015-10-09 13:42:15,a2q
660,5987,10471,2015-10-09 03:04:04,a2q
661,523949,91,2015-10-09 01:28:59,a2q
662,672,175836,2015-10-09 00:52:34,a2q
663,75701,8741,2015-10-09 00:21:51,a2q
664,659705,536,2015-10-08 23:42:10,a2q
665,5178,4639,2015-10-08 23:10:37,a2q
666,5246,75642,2015-10-08 23:09:39,a2q
667,5420280,5,2015-10-08 21:45:14,a2q
668,936,966,2015-10-08 20:11:41,a2q
669,966,966,2015-10-08 18:32:35,a2q
670,82609,4596,2015-10-08 17:36:49,a2q
671,70149,3584,2015-10-08 15:26:58,a2q
672,9843,9843,2015-10-08 10:50:18,a2q
673,7618,7618,2015-10-08 03:26:11,a2q
674,3256506,91,2015-10-08 00:31:46,a2q
675,6509,75066,2015-10-08 00:06:29,a2q
676,4572,3396,2015-10-07 23:15:32,a2q
677,492701,966,2015-10-07 20:52:32,a2q
678,56285,6365,2015-10-07 20:10:18,a2q
679,6309,18088,2015-10-07 19:07:58,a2q
680,6309,18573,2015-10-07 18:08:50,a2q
681,6309,3101,2015-10-07 17:13:27,a2q
682,266,157303,2015-10-07 13:07:13,a2q
683,4931,4931,2015-10-07 12:54:49,a2q
684,11511,5232,2015-10-07 09:17:14,a2q
685,5398,5398,2015-10-07 07:10:42,a2q
686,5648,8409,2015-10-07 02:48:53,a2q
687,1414,1414,2015-10-07 02:22:33,a2q
688,8995,16485,2015-10-07 01:55:46,a2q
689,8995,16485,2015-10-06 23:36:36,a2q
690,3782,3782,2015-10-06 23:04:27,a2q
691,7652,7652,2015-10-06 21:06:00,a2q
692,4596,75103,2015-10-06 19:14:04,a2q
693,7585,23369,2015-10-06 17:02:58,a2q
694,281545,194,2015-10-06 16:57:53,a2q
695,8482,24208,2015-10-06 11:08:04,a2q
696,3146,3146,2015-10-06 10:35:56,a2q
697,18735,3047,2015-10-06 09:23:22,a2q
698,4518274,91,2015-10-06 06:50:59,a2q
699,7847,7847,2015-10-06 03:27:24,a2q
700,35364,4828,2015-10-06 02:04:09,a2q
701,581783,1,2015-10-06 00:09:38,a2q
702,459,459,2015-10-05 21:33:22,a2q
703,134536,825,2015-10-05 13:10:44,a2q
704,4322,4322,2015-10-05 07:48:06,a2q
705,13,8482,2015-10-05 00:36:59,a2q
706,23567,8482,2015-10-05 00:24:56,a2q
707,67,4507983,2015-10-04 23:19:44,a2q
708,2924454,91,2015-10-04 14:51:06,a2q
709,267,637142,2015-10-04 02:45:03,a2q
710,4322,4322,2015-10-04 01:50:23,a2q
711,7732,7732,2015-10-03 23:29:46,a2q
712,13,5223757,2015-10-03 23:00:20,a2q
713,23567,8482,2015-10-03 17:07:31,a2q
714,13,8482,2015-10-03 12:47:06,a2q
715,9913,9913,2015-10-03 10:24:47,a2q
716,437,11917,2015-10-03 05:21:00,a2q
717,451036,986,2015-10-03 04:51:46,a2q
718,3737,3737,2015-10-03 03:37:56,a2q
719,9900,9900,2015-10-03 03:21:29,a2q
720,3279,57357,2015-10-03 00:12:09,a2q
721,476,535884,2015-10-02 21:07:29,a2q
722,8169,8169,2015-10-02 18:59:00,a2q
723,971,971,2015-10-02 15:30:54,a2q
724,219324,85,2015-10-02 14:31:35,a2q
725,67432,6799,2015-10-01 23:50:01,a2q
726,476,51649,2015-10-01 22:22:20,a2q
727,205859,337,2015-10-01 17:43:21,a2q
728,4597,4597,2015-10-01 14:45:58,a2q
729,4794,70293,2015-10-01 04:42:22,a2q
730,4376,4376,2015-10-01 03:34:10,a2q
731,1045881,5,2015-10-01 03:16:14,a2q
732,48523,1512,2015-10-01 02:56:17,a2q
733,8438,78409,2015-10-01 01:49:03,a2q
734,22752,4668,2015-10-01 00:10:07,a2q
735,5056,5056,2015-09-30 22:27:55,a2q
736,9611,9611,2015-09-30 14:59:14,a2q
737,234954,952,2015-09-30 07:35:33,a2q
738,522599,745,2015-09-30 02:14:47,a2q
739,3561,3561,2015-09-30 02:02:37,a2q
740,1768,1768,2015-09-30 00:10:04,a2q
741,1789,1789,2015-09-29 23:06:03,a2q
742,17034,4597,2015-09-29 21:11:20,a2q
743,758836,889,2015-09-29 19:52:59,a2q
744,4279,18515,2015-09-29 15:10:22,a2q
745,1154350,51,2015-09-29 13:18:30,a2q
746,234,234,2015-09-29 07:41:53,a2q
747,432,562566,2015-09-29 04:08:01,a2q
748,5950,5950,2015-09-29 03:44:26,a2q
749,9204,78000,2015-09-29 01:09:15,a2q
750,8261,8261,2015-09-28 21:50:38,a2q
751,543,523234,2015-09-28 21:39:10,a2q
752,24817,3102,2015-09-28 09:31:50,a2q
753,56837,412,2015-09-28 07:29:03,a2q
754,13,1123564,2015-09-28 05:32:19,a2q
755,4997,4997,2015-09-28 00:57:09,a2q
756,1026,1026,2015-09-27 23:25:26,a2q
757,7453,7453,2015-09-27 22:28:01,a2q
758,8985,3859,2015-09-27 22:21:23,a2q
759,67392,417,2015-09-27 20:09:12,a2q
760,230392,181,2015-09-27 07:53:37,a2q
761,13,2124732,2015-09-27 04:20:23,a2q
762,13,4286250,2015-09-26 23:12:02,a2q
763,13,5378508,2015-09-26 22:34:42,a2q
764,965638,369,2015-09-26 21:31:47,a2q
765,45375,5475,2015-09-26 21:01:54,a2q
766,781,168179,2015-09-26 10:44:17,a2q
767,255,74137,2015-09-26 01:51:51,a2q
768,4594,4594,2015-09-25 22:52:23,a2q
769,428,428,2015-09-25 22:28:14,a2q
770,476,896451,2015-09-25 22:07:35,a2q
771,26396,5921,2015-09-25 16:31:20,a2q
772,8331,8331,2015-09-25 15:33:38,a2q
773,200788,428,2015-09-25 14:26:30,a2q
774,7059,7059,2015-09-25 13:42:36,a2q
775,4279,34942,2015-09-25 11:18:07,a2q
776,4376,4376,2015-09-25 00:10:11,a2q
777,19068,5056,2015-09-24 23:02:49,a2q
778,4624979,20,2015-09-24 22:45:37,a2q
779,9204,9204,2015-09-24 21:28:24,a2q
780,11722,1036,2015-09-24 20:55:59,a2q
781,20489,7473,2015-09-24 19:05:32,a2q
782,188926,80,2015-09-24 16:00:08,a2q
783,13,3785208,2015-09-24 06:57:51,a2q
784,13,4453746,2015-09-24 05:14:45,a2q
785,57611,9052,2015-09-24 05:14:02,a2q
786,9825,9825,2015-09-24 01:59:56,a2q
787,4411,4411,2015-09-24 01:25:19,a2q
788,6068,6068,2015-09-24 01:14:48,a2q
789,1558851,17,2015-09-23 22:56:10,a2q
790,22656,4574,2015-09-23 17:39:38,a2q
791,96201,1737,2015-09-23 14:45:35,a2q
792,25714,5056,2015-09-23 08:52:08,a2q
793,795990,116,2015-09-23 08:28:03,a2q
794,517,879715,2015-09-23 04:06:48,a2q
795,1737,1737,2015-09-23 03:59:16,a2q
796,13,800123,2015-09-23 02:02:15,a2q
797,13,4205951,2015-09-23 01:26:37,a2q
798,267,754677,2015-09-23 01:18:45,a2q
799,8123,8123,2015-09-23 00:46:21,a2q
800,267,215741,2015-09-22 20:38:41,a2q
801,5363678,50,2015-09-22 20:37:31,a2q
802,13,2550819,2015-09-22 19:49:03,a2q
803,7135,7135,2015-09-22 19:33:07,a2q
804,267,512030,2015-09-22 13:18:38,a2q
805,47327,5255,2015-09-22 12:41:16,a2q
806,13,4347695,2015-09-22 09:17:53,a2q
807,3619,3619,2015-09-22 05:18:14,a2q
808,114,114,2015-09-22 04:57:58,a2q
809,344394,832,2015-09-22 00:36:58,a2q
810,735,802365,2015-09-21 21:17:34,a2q
811,63308,6068,2015-09-21 19:21:10,a2q
812,1763,1763,2015-09-21 19:13:12,a2q
813,7532,61905,2015-09-21 15:41:12,a2q
814,93733,5599,2015-09-21 14:11:32,a2q
815,1200649,72,2015-09-21 08:52:30,a2q
816,8047,8047,2015-09-21 08:50:55,a2q
817,13,4417970,2015-09-21 08:21:25,a2q
818,13,579477,2015-09-21 07:54:54,a2q
819,13,4573706,2015-09-21 06:46:41,a2q
820,13,5357174,2015-09-21 06:23:19,a2q
821,4279,58737,2015-09-21 00:55:36,a2q
822,9611,9611,2015-09-20 16:50:33,a2q
823,265629,116,2015-09-20 11:58:46,a2q
824,969,969,2015-09-20 02:19:17,a2q
825,11635,114,2015-09-19 14:39:15,a2q
826,126014,114,2015-09-19 13:35:56,a2q
827,2031,2031,2015-09-19 05:11:04,a2q
828,685,685,2015-09-19 01:49:10,a2q
829,33732,685,2015-09-19 01:34:16,a2q
830,91299,685,2015-09-18 23:24:28,a2q
831,4411,4411,2015-09-18 21:13:18,a2q
832,5017,5017,2015-09-18 17:41:46,a2q
833,476,379888,2015-09-18 16:29:12,a2q
834,243392,730,2015-09-18 13:20:25,a2q
835,13,4590124,2015-09-18 10:59:25,a2q
836,13,1542306,2015-09-18 08:09:19,a2q
837,1544,1544,2015-09-18 05:06:30,a2q
838,9266,80002,2015-09-18 03:07:38,a2q
839,5056,5056,2015-09-17 21:38:34,a2q
840,6068,6068,2015-09-17 16:09:45,a2q
841,91830,9424,2015-09-17 04:09:05,a2q
842,6309,26510,2015-09-17 02:14:56,a2q
843,649,649,2015-09-16 23:49:53,a2q
844,4979,4979,2015-09-16 21:56:52,a2q
845,31615,2222,2015-09-16 21:02:39,a2q
846,476,508236,2015-09-16 20:54:22,a2q
847,664108,230,2015-09-16 20:41:13,a2q
848,216479,75,2015-09-16 19:29:23,a2q
849,34771,2222,2015-09-16 17:21:59,a2q
850,476,716978,2015-09-16 17:21:09,a2q
851,476,917467,2015-09-16 17:15:56,a2q
852,2222,2222,2015-09-16 13:19:05,a2q
853,9204,32577,2015-09-16 13:15:30,a2q
854,809,528691,2015-09-16 10:26:32,a2q
855,960558,549,2015-09-16 03:32:42,a2q
856,549,549,2015-09-16 01:28:05,a2q
857,476,427146,2015-09-15 22:03:29,a2q
858,416255,672,2015-09-15 22:03:21,a2q
859,999,542919,2015-09-15 20:54:15,a2q
860,7135,7135,2015-09-15 19:27:19,a2q
861,253315,234,2015-09-15 15:57:25,a2q
862,283974,813,2015-09-15 13:06:32,a2q
863,13,5234940,2015-09-15 11:33:46,a2q
864,116,116,2015-09-15 09:00:12,a2q
865,13,5334460,2015-09-15 00:10:22,a2q
866,10263,6722,2015-09-14 23:25:48,a2q
867,986,4086,2015-09-14 21:34:01,a2q
868,7441,33272,2015-09-14 21:15:30,a2q
869,7659,7659,2015-09-14 20:55:48,a2q
870,277375,87,2015-09-14 18:49:27,a2q
871,6486,6486,2015-09-14 18:06:38,a2q
872,5319792,85,2015-09-14 13:53:20,a2q
873,267,742402,2015-09-14 03:16:52,a2q
874,267,239411,2015-09-14 02:10:17,a2q
875,468712,123,2015-09-13 20:42:37,a2q
876,69083,4653,2015-09-13 19:06:34,a2q
877,55075,4120,2015-09-13 04:25:05,a2q
878,55075,4120,2015-09-13 04:21:06,a2q
879,58508,8741,2015-09-13 03:07:26,a2q
880,3947106,38,2015-09-12 19:25:57,a2q
881,267,208753,2015-09-12 18:09:34,a2q
882,6309,46942,2015-09-12 15:49:02,a2q
883,883354,57,2015-09-12 09:43:39,a2q
884,7831,7831,2015-09-12 04:27:21,a2q
885,1338,26535,2015-09-12 04:03:03,a2q
886,797252,576,2015-09-11 16:14:39,a2q
887,4435,72637,2015-09-11 11:21:19,a2q
888,671170,96,2015-09-11 09:46:57,a2q
889,369,54804,2015-09-11 05:57:21,a2q
890,359910,209,2015-09-11 04:24:47,a2q
891,1231,2697,2015-09-11 02:33:34,a2q
892,544057,234,2015-09-11 01:53:43,a2q
893,327,2975,2015-09-11 00:10:10,a2q
894,199,199,2015-09-10 20:30:39,a2q
895,715417,366,2015-09-10 18:10:10,a2q
896,419,571308,2015-09-10 18:02:43,a2q
897,267,19100,2015-09-10 15:47:30,a2q
898,3498062,29,2015-09-10 07:02:12,a2q
899,60,3726030,2015-09-10 04:04:55,a2q
900,81117,4227,2015-09-10 03:44:16,a2q
901,98112,7486,2015-09-09 22:48:29,a2q
902,1414,1414,2015-09-09 22:11:55,a2q
903,476,148844,2015-09-09 20:57:54,a2q
904,1911,1911,2015-09-09 16:21:28,a2q
905,476,91612,2015-09-09 15:25:45,a2q
906,13,1990748,2015-09-09 12:52:33,a2q
907,13,1784629,2015-09-09 11:51:34,a2q
908,13,2645154,2015-09-09 09:08:12,a2q
909,13,5145132,2015-09-09 08:59:00,a2q
910,978568,234,2015-09-09 07:32:21,a2q
911,234,234,2015-09-09 07:29:54,a2q
912,7850,7850,2015-09-09 01:49:55,a2q
913,2069,31299,2015-09-09 01:15:04,a2q
914,13302,9058,2015-09-09 00:15:05,a2q
915,55075,1084,2015-09-08 22:27:01,a2q
916,1749895,1,2015-09-08 21:02:39,a2q
917,5293002,1,2015-09-08 21:02:16,a2q
918,99834,7388,2015-09-08 21:00:46,a2q
919,366,366,2015-09-08 15:27:51,a2q
920,2820,17493,2015-09-08 07:13:46,a2q
921,13,5171070,2015-09-08 06:41:32,a2q
922,69083,8741,2015-09-08 00:04:03,a2q
923,653991,755,2015-09-07 04:22:21,a2q
924,2303664,72,2015-09-06 13:31:56,a2q
925,13,4108949,2015-09-06 03:48:32,a2q
926,13,2954587,2015-09-06 03:32:10,a2q
927,13,4671911,2015-09-06 02:42:51,a2q
928,13,5303949,2015-09-06 02:16:30,a2q
929,13,4883186,2015-09-06 02:11:09,a2q
930,10322,3552,2015-09-06 00:53:54,a2q
931,432,146780,2015-09-05 15:44:56,a2q
932,8741,8741,2015-09-05 15:02:44,a2q
933,92371,4639,2015-09-05 07:50:52,a2q
934,13,5302364,2015-09-05 05:52:15,a2q
935,339,654457,2015-09-05 04:19:14,a2q
936,258474,85,2015-09-05 03:06:51,a2q
937,1554,12897,2015-09-04 23:13:32,a2q
938,2031,2031,2015-09-04 23:05:06,a2q
939,13565,7735,2015-09-04 18:29:52,a2q
940,4332,49733,2015-09-04 17:45:25,a2q
941,6521,15054,2015-09-04 16:11:41,a2q
942,71,4967080,2015-09-04 06:37:13,a2q
943,371,166012,2015-09-04 05:20:11,a2q
944,598,615288,2015-09-03 23:57:37,a2q
945,152572,232,2015-09-03 20:32:10,a2q
946,832919,40,2015-09-03 20:30:10,a2q
947,177789,507,2015-09-03 20:07:52,a2q
948,267,903011,2015-09-03 16:57:23,a2q
949,267,284795,2015-09-03 16:12:17,a2q
950,6309,34799,2015-09-03 12:27:31,a2q
951,2377920,83,2015-09-03 11:42:02,a2q
952,71262,5056,2015-09-03 07:49:40,a2q
953,3333,3333,2015-09-03 01:46:56,a2q
954,271968,82,2015-09-03 01:45:32,a2q
955,116,116,2015-09-03 01:20:18,a2q
956,4794,4794,2015-09-03 00:20:18,a2q
957,1049542,4,2015-09-02 17:22:29,a2q
958,476,981246,2015-09-02 15:57:35,a2q
959,14860,8715,2015-09-02 14:54:07,a2q
960,13,5234940,2015-09-02 12:13:46,a2q
961,13,2095793,2015-09-02 12:07:04,a2q
962,404760,736,2015-09-02 10:53:10,a2q
963,608639,893,2015-09-02 09:57:44,a2q
964,6372,54745,2015-09-02 08:18:23,a2q
965,814,21704,2015-09-02 07:19:59,a2q
966,62576,685,2015-09-02 01:23:17,a2q
967,13,3366240,2015-09-02 00:40:12,a2q
968,2757,2757,2015-09-01 21:50:03,a2q
969,305315,26,2015-09-01 18:33:03,a2q
970,476,343309,2015-09-01 14:16:24,a2q
971,13,3288070,2015-09-01 10:25:02,a2q
972,13,551273,2015-09-01 10:19:08,a2q
973,28686,3291,2015-09-01 06:07:58,a2q
974,3333,3333,2015-09-01 04:42:17,a2q
975,1438,82368,2015-09-01 03:42:20,a2q
976,93448,7618,2015-09-01 02:04:14,a2q
977,2656,2656,2015-08-31 23:14:12,a2q
978,1882,58628,2015-08-31 22:25:43,a2q
979,17034,1344,2015-08-31 22:15:30,a2q
980,79,1221997,2015-08-31 20:56:39,a2q
981,7432,66580,2015-08-31 20:48:04,a2q
982,23607,8681,2015-08-31 18:34:05,a2q
983,13,5081047,2015-08-31 17:45:26,a2q
984,476,438323,2015-08-31 14:09:57,a2q
985,81491,4322,2015-08-31 03:45:41,a2q
986,9270,88696,2015-08-31 00:15:57,a2q
987,147192,745,2015-08-30 19:07:35,a2q
988,6309,62699,2015-08-30 18:57:52,a2q
989,703717,666,2015-08-30 18:09:29,a2q
990,4979,4979,2015-08-30 16:31:52,a2q
991,447,447,2015-08-30 13:40:18,a2q
992,13,731085,2015-08-29 21:55:23,a2q
993,13,5194994,2015-08-29 21:39:11,a2q
994,13,5255159,2015-08-29 21:23:01,a2q
995,13,2876799,2015-08-29 21:17:11,a2q
996,13,5279819,2015-08-29 20:25:26,a2q
997,13,5066932,2015-08-29 19:25:24,a2q
998,13,3229684,2015-08-29 11:15:22,a2q
999,13,3853711,2015-08-29 10:45:13,a2q
1000,74011,3210,2015-08-29 07:24:15,a2q
1001,222673,419,2015-08-29 03:22:47,a2q
1002,5822,5822,2015-08-28 17:35:16,a2q
1003,7918,7918,2015-08-28 14:12:28,a2q
1004,87825,463,2015-08-28 12:21:11,a2q
1005,42353,5295,2015-08-28 11:11:32,a2q
1006,369,946656,2015-08-28 10:43:38,a2q
1007,2656,2656,2015-08-28 07:14:12,a2q
1008,570187,136,2015-08-28 03:10:16,a2q
1009,1324,91748,2015-08-28 00:21:14,a2q
1010,1438,1438,2015-08-27 23:45:03,a2q
1011,95,5197048,2015-08-27 23:12:57,a2q
1012,4376,4376,2015-08-27 23:00:24,a2q
1013,95,5197048,2015-08-27 22:51:43,a2q
1014,97754,6068,2015-08-27 21:42:49,a2q
1015,12842,2786,2015-08-27 19:46:12,a2q
1016,2663073,34,2015-08-27 19:40:39,a2q
1017,99777,4883,2015-08-27 17:18:49,a2q
1018,4531,10693,2015-08-27 17:12:30,a2q
1019,997,17744,2015-08-27 17:00:48,a2q
1020,476,797744,2015-08-27 15:04:30,a2q
1021,476,971683,2015-08-27 14:57:02,a2q
1022,371,285594,2015-08-27 09:00:38,a2q
1023,371,358438,2015-08-27 05:54:24,a2q
1024,6822,6822,2015-08-27 05:50:28,a2q
1025,201303,605,2015-08-27 04:51:08,a2q
1026,592253,238,2015-08-26 23:33:20,a2q
1027,775,183153,2015-08-26 23:10:09,a2q
1028,6962,58743,2015-08-26 19:09:48,a2q
1029,58961,4639,2015-08-26 19:04:20,a2q
1030,441016,26,2015-08-26 18:28:41,a2q
1031,605,605,2015-08-26 18:27:00,a2q
1032,8922,71051,2015-08-26 16:19:38,a2q
1033,476,54308,2015-08-26 16:11:41,a2q
1034,426,358240,2015-08-26 13:19:44,a2q
1035,6560,97615,2015-08-26 11:57:16,a2q
1036,452708,893,2015-08-26 09:18:20,a2q
1037,98284,7850,2015-08-26 07:57:42,a2q
1038,384464,383,2015-08-26 07:22:42,a2q
1039,157,29576,2015-08-26 02:16:11,a2q
1040,549,549,2015-08-26 01:35:53,a2q
1041,260,260,2015-08-25 22:27:59,a2q
1042,2008447,72,2015-08-25 21:24:45,a2q
1043,476,146289,2015-08-25 20:58:49,a2q
1044,476,693985,2015-08-25 20:22:34,a2q
1045,654070,905,2015-08-25 20:00:07,a2q
1046,9204,9204,2015-08-25 17:20:29,a2q
1047,476,352260,2015-08-25 16:56:46,a2q
1048,6309,42580,2015-08-25 15:52:56,a2q
1049,369,369,2015-08-25 04:39:56,a2q
1050,67865,549,2015-08-25 03:36:41,a2q
1051,4794,48486,2015-08-25 01:51:55,a2q
1052,4794,4794,2015-08-25 01:39:07,a2q
1053,4997,10823,2015-08-24 23:38:28,a2q
1054,1737,68571,2015-08-24 21:09:45,a2q
1055,476,271271,2015-08-24 20:07:03,a2q
1056,6264,6264,2015-08-24 16:26:26,a2q
1057,4279,207,2015-08-24 14:35:32,a2q
1058,364274,244,2015-08-24 14:12:20,a2q
1059,7223,7223,2015-08-24 08:48:48,a2q
1060,1226140,29,2015-08-23 15:28:02,a2q
1061,4279,13271,2015-08-23 14:55:38,a2q
1062,80221,8524,2015-08-23 11:11:05,a2q
1063,7226,10631,2015-08-23 02:53:26,a2q
1064,5921,5921,2015-08-23 02:38:55,a2q
1065,6244,6244,2015-08-22 20:24:05,a2q
1066,13,4541624,2015-08-22 12:44:52,a2q
1067,355230,116,2015-08-22 02:26:35,a2q
1068,86944,3171,2015-08-22 00:45:18,a2q
1069,499581,116,2015-08-22 00:19:09,a2q
1070,471899,116,2015-08-22 00:15:15,a2q
1071,476,939909,2015-08-21 21:13:02,a2q
1072,476,15055,2015-08-21 20:11:44,a2q
1073,9204,9204,2015-08-21 20:01:29,a2q
1074,524965,556,2015-08-21 19:48:48,a2q
1075,2474089,29,2015-08-21 19:02:22,a2q
1076,9474,9474,2015-08-21 17:37:36,a2q
1077,2928,2928,2015-08-21 13:25:12,a2q
1078,369,799046,2015-08-21 11:30:01,a2q
1079,492,654789,2015-08-21 06:07:11,a2q
1080,492,375460,2015-08-21 05:59:43,a2q
1081,371,257942,2015-08-21 05:44:10,a2q
1082,1646,11755,2015-08-21 01:37:12,a2q
1083,42897,7918,2015-08-21 01:17:56,a2q
1084,4279,4279,2015-08-20 21:38:40,a2q
1085,1048340,61,2015-08-20 09:04:11,a2q
1086,371,303685,2015-08-20 06:29:10,a2q
1087,1319,1319,2015-08-20 04:53:34,a2q
1088,6366,88868,2015-08-20 00:37:40,a2q
1089,9069,42188,2015-08-19 22:00:06,a2q
1090,4572,4572,2015-08-19 21:32:40,a2q
1091,267,444976,2015-08-19 19:29:57,a2q
1092,91144,1343,2015-08-19 11:07:24,a2q
1093,371,470184,2015-08-19 06:00:08,a2q
1094,684,800011,2015-08-19 03:47:17,a2q
1095,810,303685,2015-08-19 00:57:09,a2q
1096,6309,20748,2015-08-18 20:40:17,a2q
1097,23528,4639,2015-08-18 20:05:51,a2q
1098,6910,303,2015-08-18 19:34:31,a2q
1099,476,343302,2015-08-18 19:10:56,a2q
1100,267,899386,2015-08-18 16:52:39,a2q
1101,3603,2121,2015-08-18 05:08:18,a2q
1102,371,915783,2015-08-18 05:01:09,a2q
1103,9950,9950,2015-08-18 04:56:46,a2q
1104,8127,8127,2015-08-17 19:34:27,a2q
1105,6309,50750,2015-08-17 13:07:09,a2q
1106,276,400861,2015-08-17 02:56:21,a2q
1107,6309,14064,2015-08-17 02:20:12,a2q
1108,719276,209,2015-08-16 15:42:25,a2q
1109,13,5231499,2015-08-16 11:32:08,a2q
1110,2499076,62,2015-08-16 08:09:57,a2q
1111,4376,4376,2015-08-15 18:13:59,a2q
1112,892383,116,2015-08-15 14:12:54,a2q
1113,13,2609980,2015-08-15 09:56:20,a2q
1114,13564,5625,2015-08-15 06:13:56,a2q
1115,2493,31145,2015-08-15 04:30:33,a2q
1116,3716533,58,2015-08-15 03:57:06,a2q
1117,556595,551,2015-08-15 03:25:57,a2q
1118,315001,551,2015-08-15 02:53:00,a2q
1119,370,42434,2015-08-15 02:03:53,a2q
1120,6096,6096,2015-08-14 21:22:44,a2q
1121,9204,15441,2015-08-14 21:03:55,a2q
1122,266,589558,2015-08-14 19:26:39,a2q
1123,6537,6537,2015-08-14 17:22:10,a2q
1124,1448969,40,2015-08-14 17:01:14,a2q
1125,657427,691,2015-08-14 15:30:51,a2q
1126,30594,1463,2015-08-14 10:59:53,a2q
1127,5123,5123,2015-08-14 09:25:32,a2q
1128,464744,116,2015-08-14 08:36:38,a2q
1129,98959,4322,2015-08-14 06:03:33,a2q
1130,2291628,1,2015-08-14 03:26:32,a2q
1131,6637,28901,2015-08-13 22:55:55,a2q
1132,6068,6068,2015-08-13 20:34:28,a2q
1133,3603,3603,2015-08-13 18:22:02,a2q
1134,155077,298,2015-08-13 17:57:20,a2q
1135,476,359644,2015-08-13 15:09:30,a2q
1136,256970,234,2015-08-13 14:27:00,a2q
1137,27951,3055,2015-08-13 06:24:26,a2q
1138,7841,7841,2015-08-13 04:09:27,a2q
1139,98694,9204,2015-08-13 03:02:02,a2q
1140,1528682,72,2015-08-12 23:58:52,a2q
1141,71,5015730,2015-08-12 23:04:36,a2q
1142,1737,1737,2015-08-12 22:59:52,a2q
1143,3917248,1,2015-08-12 18:56:09,a2q
1144,5217984,13,2015-08-12 13:55:13,a2q
1145,427390,115,2015-08-12 13:33:33,a2q
1146,548225,116,2015-08-12 12:55:32,a2q
1147,815073,920,2015-08-12 10:18:07,a2q
1148,815073,357,2015-08-12 09:51:49,a2q
1149,994311,412,2015-08-12 09:25:09,a2q
1150,476,719427,2015-08-11 21:30:21,a2q
1151,632951,322,2015-08-11 19:06:34,a2q
1152,742,742,2015-08-11 14:05:17,a2q
1153,1743,1743,2015-08-11 06:27:36,a2q
1154,5749,5749,2015-08-11 02:40:01,a2q
1155,206725,631,2015-08-11 02:20:57,a2q
1156,730182,699,2015-08-11 01:13:41,a2q
1157,3937,6236,2015-08-10 21:56:56,a2q
1158,85785,2104,2015-08-10 21:56:14,a2q
1159,13,2609980,2015-08-10 06:31:36,a2q
1160,13,2609980,2015-08-10 05:42:38,a2q
1161,98713,5454,2015-08-10 03:38:34,a2q
1162,17034,5056,2015-08-10 02:43:46,a2q
1163,430967,199,2015-08-09 23:47:25,a2q
1164,67524,3851,2015-08-09 08:44:26,a2q
1165,8116,9858,2015-08-09 02:32:48,a2q
1166,6244,48445,2015-08-09 02:20:55,a2q
1167,80274,8741,2015-08-08 23:14:40,a2q
1168,4279,98215,2015-08-08 07:01:33,a2q
1169,3043,30924,2015-08-08 02:57:32,a2q
1170,13,5179478,2015-08-07 22:19:27,a2q
1171,2648,2648,2015-08-07 21:27:41,a2q
1172,1030,1030,2015-08-07 21:23:41,a2q
1173,38186,4055,2015-08-07 20:53:50,a2q
1174,88709,1249,2015-08-07 20:36:01,a2q
1175,4833,34820,2015-08-07 20:11:54,a2q
1176,267,174375,2015-08-07 16:24:40,a2q
1177,633638,44,2015-08-07 13:28:47,a2q
1178,4332,92153,2015-08-07 03:51:10,a2q
1179,613299,317,2015-08-07 01:06:26,a2q
1180,16549,5874,2015-08-06 23:59:03,a2q
1181,85785,2104,2015-08-06 21:21:23,a2q
1182,905,455135,2015-08-06 14:50:06,a2q
1183,476,981770,2015-08-06 14:27:25,a2q
1184,369,649322,2015-08-06 11:49:19,a2q
1185,677,43832,2015-08-06 10:30:19,a2q
1186,627003,116,2015-08-06 06:47:05,a2q
1187,659346,116,2015-08-06 06:46:16,a2q
1188,437,437,2015-08-06 03:13:49,a2q
1189,271968,82,2015-08-06 02:04:27,a2q
1190,6776,80421,2015-08-05 22:51:23,a2q
1191,55075,3713,2015-08-05 21:29:48,a2q
1192,80867,3362,2015-08-05 19:56:48,a2q
1193,15498,2526,2015-08-05 19:30:31,a2q
1194,267,656963,2015-08-05 16:08:52,a2q
1195,55075,1034,2015-08-05 15:57:02,a2q
1196,320036,486,2015-08-05 11:53:54,a2q
1197,55075,1266,2015-08-05 04:03:15,a2q
1198,7831,7831,2015-08-05 03:48:29,a2q
1199,824528,708,2015-08-05 01:42:08,a2q
1200,1363,1363,2015-08-05 01:09:48,a2q
1201,32880,1665,2015-08-05 01:07:17,a2q
